,region,category,language,type,count
1066,Edmonton,Non-Official & Non-Aboriginal languages,Lao,most_at_home,190
1067,Edmonton,Non-Official & Non-Aboriginal languages,Lao,most_at_work,0
1068,Vancouver,Non-Official & Non-Aboriginal languages,Lao,most_at_home,330
1069,Vancouver,Non-Official & Non-Aboriginal languages,Lao,most_at_work,0
1070,Montréal,Non-Official & Non-Aboriginal languages,Latvian,most_at_home,65
1071,Montréal,Non-Official & Non-Aboriginal languages,Latvian,most_at_work,10
1072,Toronto,Non-Official & Non-Aboriginal languages,Latvian,most_at_home,600
1073,Toronto,Non-Official & Non-Aboriginal languages,Latvian,most_at_work,10
1074,Calgary,Non-Official & Non-Aboriginal languages,Latvian,most_at_home,85
1075,Calgary,Non-Official & Non-Aboriginal languages,Latvian,most_at_work,0
1076,Edmonton,Non-Official & Non-Aboriginal languages,Latvian,most_at_home,55
1077,Edmonton,Non-Official & Non-Aboriginal languages,Latvian,most_at_work,0
1078,Vancouver,Non-Official & Non-Aboriginal languages,Latvian,most_at_home,70
1079,Vancouver,Non-Official & Non-Aboriginal languages,Latvian,most_at_work,0
1080,Montréal,Aboriginal languages,Lillooet,most_at_home,0
1081,Montréal,Aboriginal languages,Lillooet,most_at_work,0
1082,Toronto,Aboriginal languages,Lillooet,most_at_home,0
1083,Toronto,Aboriginal languages,Lillooet,most_at_work,0
1084,Calgary,Aboriginal languages,Lillooet,most_at_home,0
1085,Calgary,Aboriginal languages,Lillooet,most_at_work,0
1086,Edmonton,Aboriginal languages,Lillooet,most_at_home,0
1087,Edmonton,Aboriginal languages,Lillooet,most_at_work,0
1088,Vancouver,Aboriginal languages,Lillooet,most_at_home,5
1089,Vancouver,Aboriginal languages,Lillooet,most_at_work,0
1090,Montréal,Non-Official & Non-Aboriginal languages,Lingala,most_at_home,480
1091,Montréal,Non-Official & Non-Aboriginal languages,Lingala,most_at_work,0
1092,Toronto,Non-Official & Non-Aboriginal languages,Lingala,most_at_home,95
1093,Toronto,Non-Official & Non-Aboriginal languages,Lingala,most_at_work,0
1094,Calgary,Non-Official & Non-Aboriginal languages,Lingala,most_at_home,25
1095,Calgary,Non-Official & Non-Aboriginal languages,Lingala,most_at_work,0
1096,Edmonton,Non-Official & Non-Aboriginal languages,Lingala,most_at_home,45
1097,Edmonton,Non-Official & Non-Aboriginal languages,Lingala,most_at_work,0
1098,Vancouver,Non-Official & Non-Aboriginal languages,Lingala,most_at_home,35
1099,Vancouver,Non-Official & Non-Aboriginal languages,Lingala,most_at_work,0
1100,Montréal,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_home,105
1101,Montréal,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_work,0
1102,Toronto,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_home,1045
1103,Toronto,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_work,45
1104,Calgary,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_home,155
1105,Calgary,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_work,0
1106,Edmonton,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_home,70
1107,Edmonton,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_work,0
1108,Vancouver,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_home,90
1109,Vancouver,Non-Official & Non-Aboriginal languages,Lithuanian,most_at_work,10
1110,Montréal,Non-Official & Non-Aboriginal languages,Macedonian,most_at_home,110
1111,Montréal,Non-Official & Non-Aboriginal languages,Macedonian,most_at_work,0
1112,Toronto,Non-Official & Non-Aboriginal languages,Macedonian,most_at_home,4970
1113,Toronto,Non-Official & Non-Aboriginal languages,Macedonian,most_at_work,75
1114,Calgary,Non-Official & Non-Aboriginal languages,Macedonian,most_at_home,80
1115,Calgary,Non-Official & Non-Aboriginal languages,Macedonian,most_at_work,0
1116,Edmonton,Non-Official & Non-Aboriginal languages,Macedonian,most_at_home,90
1117,Edmonton,Non-Official & Non-Aboriginal languages,Macedonian,most_at_work,10
1118,Vancouver,Non-Official & Non-Aboriginal languages,Macedonian,most_at_home,120
1119,Vancouver,Non-Official & Non-Aboriginal languages,Macedonian,most_at_work,0
1120,Montréal,Non-Official & Non-Aboriginal languages,Malagasy,most_at_home,260
1121,Montréal,Non-Official & Non-Aboriginal languages,Malagasy,most_at_work,0
1122,Toronto,Non-Official & Non-Aboriginal languages,Malagasy,most_at_home,15
1123,Toronto,Non-Official & Non-Aboriginal languages,Malagasy,most_at_work,0
1124,Calgary,Non-Official & Non-Aboriginal languages,Malagasy,most_at_home,10
1125,Calgary,Non-Official & Non-Aboriginal languages,Malagasy,most_at_work,0
1126,Edmonton,Non-Official & Non-Aboriginal languages,Malagasy,most_at_home,10
1127,Edmonton,Non-Official & Non-Aboriginal languages,Malagasy,most_at_work,0
1128,Vancouver,Non-Official & Non-Aboriginal languages,Malagasy,most_at_home,5
1129,Vancouver,Non-Official & Non-Aboriginal languages,Malagasy,most_at_work,0
1130,Montréal,Non-Official & Non-Aboriginal languages,Malay,most_at_home,165
1131,Montréal,Non-Official & Non-Aboriginal languages,Malay,most_at_work,0
1132,Toronto,Non-Official & Non-Aboriginal languages,Malay,most_at_home,1455
1133,Toronto,Non-Official & Non-Aboriginal languages,Malay,most_at_work,35
1134,Calgary,Non-Official & Non-Aboriginal languages,Malay,most_at_home,235
1135,Calgary,Non-Official & Non-Aboriginal languages,Malay,most_at_work,0
1136,Edmonton,Non-Official & Non-Aboriginal languages,Malay,most_at_home,135
1137,Edmonton,Non-Official & Non-Aboriginal languages,Malay,most_at_work,0
1138,Vancouver,Non-Official & Non-Aboriginal languages,Malay,most_at_home,1050
1139,Vancouver,Non-Official & Non-Aboriginal languages,Malay,most_at_work,55
1140,Montréal,Non-Official & Non-Aboriginal languages,Malayalam,most_at_home,190
1141,Montréal,Non-Official & Non-Aboriginal languages,Malayalam,most_at_work,0
1142,Toronto,Non-Official & Non-Aboriginal languages,Malayalam,most_at_home,6400
1143,Toronto,Non-Official & Non-Aboriginal languages,Malayalam,most_at_work,55
1144,Calgary,Non-Official & Non-Aboriginal languages,Malayalam,most_at_home,1295
1145,Calgary,Non-Official & Non-Aboriginal languages,Malayalam,most_at_work,0
1146,Edmonton,Non-Official & Non-Aboriginal languages,Malayalam,most_at_home,2330
1147,Edmonton,Non-Official & Non-Aboriginal languages,Malayalam,most_at_work,10
1148,Vancouver,Non-Official & Non-Aboriginal languages,Malayalam,most_at_home,890
1149,Vancouver,Non-Official & Non-Aboriginal languages,Malayalam,most_at_work,0
1150,Montréal,Aboriginal languages,Malecite,most_at_home,0
1151,Montréal,Aboriginal languages,Malecite,most_at_work,0
1152,Toronto,Aboriginal languages,Malecite,most_at_home,0
1153,Toronto,Aboriginal languages,Malecite,most_at_work,0
1154,Calgary,Aboriginal languages,Malecite,most_at_home,0
1155,Calgary,Aboriginal languages,Malecite,most_at_work,0
1156,Edmonton,Aboriginal languages,Malecite,most_at_home,0
1157,Edmonton,Aboriginal languages,Malecite,most_at_work,0
1158,Vancouver,Aboriginal languages,Malecite,most_at_home,0
1159,Vancouver,Aboriginal languages,Malecite,most_at_work,0
1160,Montréal,Non-Official & Non-Aboriginal languages,Maltese,most_at_home,0
1161,Montréal,Non-Official & Non-Aboriginal languages,Maltese,most_at_work,0
1162,Toronto,Non-Official & Non-Aboriginal languages,Maltese,most_at_home,875
1163,Toronto,Non-Official & Non-Aboriginal languages,Maltese,most_at_work,20
1164,Calgary,Non-Official & Non-Aboriginal languages,Maltese,most_at_home,5
1165,Calgary,Non-Official & Non-Aboriginal languages,Maltese,most_at_work,0
1166,Edmonton,Non-Official & Non-Aboriginal languages,Maltese,most_at_home,10
1167,Edmonton,Non-Official & Non-Aboriginal languages,Maltese,most_at_work,0
1168,Vancouver,Non-Official & Non-Aboriginal languages,Maltese,most_at_home,5
1169,Vancouver,Non-Official & Non-Aboriginal languages,Maltese,most_at_work,0
1170,Montréal,Non-Official & Non-Aboriginal languages,Mandarin,most_at_home,34300
1171,Montréal,Non-Official & Non-Aboriginal languages,Mandarin,most_at_work,2945
1172,Toronto,Non-Official & Non-Aboriginal languages,Mandarin,most_at_home,179670
1173,Toronto,Non-Official & Non-Aboriginal languages,Mandarin,most_at_work,26135
1174,Calgary,Non-Official & Non-Aboriginal languages,Mandarin,most_at_home,21140
1175,Calgary,Non-Official & Non-Aboriginal languages,Mandarin,most_at_work,1385
1176,Edmonton,Non-Official & Non-Aboriginal languages,Mandarin,most_at_home,14725
1177,Edmonton,Non-Official & Non-Aboriginal languages,Mandarin,most_at_work,710
1178,Vancouver,Non-Official & Non-Aboriginal languages,Mandarin,most_at_home,138680
1179,Vancouver,Non-Official & Non-Aboriginal languages,Mandarin,most_at_work,23195
1180,Montréal,Non-Official & Non-Aboriginal languages,Marathi,most_at_home,75
1181,Montréal,Non-Official & Non-Aboriginal languages,Marathi,most_at_work,0
1182,Toronto,Non-Official & Non-Aboriginal languages,Marathi,most_at_home,2005
1183,Toronto,Non-Official & Non-Aboriginal languages,Marathi,most_at_work,25
1184,Calgary,Non-Official & Non-Aboriginal languages,Marathi,most_at_home,440
1185,Calgary,Non-Official & Non-Aboriginal languages,Marathi,most_at_work,0
1186,Edmonton,Non-Official & Non-Aboriginal languages,Marathi,most_at_home,335
1187,Edmonton,Non-Official & Non-Aboriginal languages,Marathi,most_at_work,0
1188,Vancouver,Non-Official & Non-Aboriginal languages,Marathi,most_at_home,245
1189,Vancouver,Non-Official & Non-Aboriginal languages,Marathi,most_at_work,0
1190,Montréal,Aboriginal languages,Mi'kmaq,most_at_home,5
1191,Montréal,Aboriginal languages,Mi'kmaq,most_at_work,0
1192,Toronto,Aboriginal languages,Mi'kmaq,most_at_home,5
1193,Toronto,Aboriginal languages,Mi'kmaq,most_at_work,0
1194,Calgary,Aboriginal languages,Mi'kmaq,most_at_home,0
1195,Calgary,Aboriginal languages,Mi'kmaq,most_at_work,0
1196,Edmonton,Aboriginal languages,Mi'kmaq,most_at_home,0
1197,Edmonton,Aboriginal languages,Mi'kmaq,most_at_work,0
1198,Vancouver,Aboriginal languages,Mi'kmaq,most_at_home,0
1199,Vancouver,Aboriginal languages,Mi'kmaq,most_at_work,0
1200,Montréal,Aboriginal languages,Michif,most_at_home,0
1201,Montréal,Aboriginal languages,Michif,most_at_work,0
1202,Toronto,Aboriginal languages,Michif,most_at_home,5
1203,Toronto,Aboriginal languages,Michif,most_at_work,0
1204,Calgary,Aboriginal languages,Michif,most_at_home,5
1205,Calgary,Aboriginal languages,Michif,most_at_work,0
1206,Edmonton,Aboriginal languages,Michif,most_at_home,0
1207,Edmonton,Aboriginal languages,Michif,most_at_work,0
1208,Vancouver,Aboriginal languages,Michif,most_at_home,5
1209,Vancouver,Aboriginal languages,Michif,most_at_work,0
1210,Montréal,Non-Official & Non-Aboriginal languages,Min Dong,most_at_home,0
1211,Montréal,Non-Official & Non-Aboriginal languages,Min Dong,most_at_work,0
1212,Toronto,Non-Official & Non-Aboriginal languages,Min Dong,most_at_home,240
1213,Toronto,Non-Official & Non-Aboriginal languages,Min Dong,most_at_work,25
1214,Calgary,Non-Official & Non-Aboriginal languages,Min Dong,most_at_home,10
1215,Calgary,Non-Official & Non-Aboriginal languages,Min Dong,most_at_work,0
1216,Edmonton,Non-Official & Non-Aboriginal languages,Min Dong,most_at_home,15
1217,Edmonton,Non-Official & Non-Aboriginal languages,Min Dong,most_at_work,0
1218,Vancouver,Non-Official & Non-Aboriginal languages,Min Dong,most_at_home,65
1219,Vancouver,Non-Official & Non-Aboriginal languages,Min Dong,most_at_work,0
1220,Montréal,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_home,1775
1221,Montréal,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_work,70
1222,Toronto,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_home,5065
1223,Toronto,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_work,225
1224,Calgary,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_home,675
1225,Calgary,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_work,15
1226,Edmonton,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_home,555
1227,Edmonton,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_work,20
1228,Vancouver,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_home,4645
1229,Vancouver,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",most_at_work,210
1230,Montréal,Aboriginal languages,Mohawk,most_at_home,15
1231,Montréal,Aboriginal languages,Mohawk,most_at_work,0
1232,Toronto,Aboriginal languages,Mohawk,most_at_home,5
1233,Toronto,Aboriginal languages,Mohawk,most_at_work,0
1234,Calgary,Aboriginal languages,Mohawk,most_at_home,0
1235,Calgary,Aboriginal languages,Mohawk,most_at_work,0
1236,Edmonton,Aboriginal languages,Mohawk,most_at_home,0
1237,Edmonton,Aboriginal languages,Mohawk,most_at_work,0
1238,Vancouver,Aboriginal languages,Mohawk,most_at_home,0
1239,Vancouver,Aboriginal languages,Mohawk,most_at_work,0
1240,Montréal,Non-Official & Non-Aboriginal languages,Mongolian,most_at_home,140
1241,Montréal,Non-Official & Non-Aboriginal languages,Mongolian,most_at_work,0
1242,Toronto,Non-Official & Non-Aboriginal languages,Mongolian,most_at_home,200
1243,Toronto,Non-Official & Non-Aboriginal languages,Mongolian,most_at_work,0
1244,Calgary,Non-Official & Non-Aboriginal languages,Mongolian,most_at_home,280
1245,Calgary,Non-Official & Non-Aboriginal languages,Mongolian,most_at_work,0
1246,Edmonton,Non-Official & Non-Aboriginal languages,Mongolian,most_at_home,45
1247,Edmonton,Non-Official & Non-Aboriginal languages,Mongolian,most_at_work,0
1248,Vancouver,Non-Official & Non-Aboriginal languages,Mongolian,most_at_home,160
1249,Vancouver,Non-Official & Non-Aboriginal languages,Mongolian,most_at_work,10
1250,Montréal,Aboriginal languages,Montagnais (Innu),most_at_home,20
1251,Montréal,Aboriginal languages,Montagnais (Innu),most_at_work,0
1252,Toronto,Aboriginal languages,Montagnais (Innu),most_at_home,0
1253,Toronto,Aboriginal languages,Montagnais (Innu),most_at_work,0
1254,Calgary,Aboriginal languages,Montagnais (Innu),most_at_home,0
1255,Calgary,Aboriginal languages,Montagnais (Innu),most_at_work,0
1256,Edmonton,Aboriginal languages,Montagnais (Innu),most_at_home,0
1257,Edmonton,Aboriginal languages,Montagnais (Innu),most_at_work,0
1258,Vancouver,Aboriginal languages,Montagnais (Innu),most_at_home,0
1259,Vancouver,Aboriginal languages,Montagnais (Innu),most_at_work,0
1260,Montréal,Aboriginal languages,Moose Cree,most_at_home,0
1261,Montréal,Aboriginal languages,Moose Cree,most_at_work,0
1262,Toronto,Aboriginal languages,Moose Cree,most_at_home,5
1263,Toronto,Aboriginal languages,Moose Cree,most_at_work,0
1264,Calgary,Aboriginal languages,Moose Cree,most_at_home,0
1265,Calgary,Aboriginal languages,Moose Cree,most_at_work,0
1266,Edmonton,Aboriginal languages,Moose Cree,most_at_home,0
1267,Edmonton,Aboriginal languages,Moose Cree,most_at_work,0
1268,Vancouver,Aboriginal languages,Moose Cree,most_at_home,0
1269,Vancouver,Aboriginal languages,Moose Cree,most_at_work,0
1270,Montréal,Aboriginal languages,Naskapi,most_at_home,10
1271,Montréal,Aboriginal languages,Naskapi,most_at_work,0
1272,Toronto,Aboriginal languages,Naskapi,most_at_home,0
1273,Toronto,Aboriginal languages,Naskapi,most_at_work,0
1274,Calgary,Aboriginal languages,Naskapi,most_at_home,0
1275,Calgary,Aboriginal languages,Naskapi,most_at_work,0
1276,Edmonton,Aboriginal languages,Naskapi,most_at_home,0
1277,Edmonton,Aboriginal languages,Naskapi,most_at_work,0
1278,Vancouver,Aboriginal languages,Naskapi,most_at_home,0
1279,Vancouver,Aboriginal languages,Naskapi,most_at_work,0
1280,Montréal,Non-Official & Non-Aboriginal languages,Nepali,most_at_home,260
1281,Montréal,Non-Official & Non-Aboriginal languages,Nepali,most_at_work,0
1282,Toronto,Non-Official & Non-Aboriginal languages,Nepali,most_at_home,3085
1283,Toronto,Non-Official & Non-Aboriginal languages,Nepali,most_at_work,55
1284,Calgary,Non-Official & Non-Aboriginal languages,Nepali,most_at_home,1335
1285,Calgary,Non-Official & Non-Aboriginal languages,Nepali,most_at_work,25
1286,Edmonton,Non-Official & Non-Aboriginal languages,Nepali,most_at_home,1395
1287,Edmonton,Non-Official & Non-Aboriginal languages,Nepali,most_at_work,10
1288,Vancouver,Non-Official & Non-Aboriginal languages,Nepali,most_at_home,555
1289,Vancouver,Non-Official & Non-Aboriginal languages,Nepali,most_at_work,20
1290,Montréal,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_home,835
1291,Montréal,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_work,0
1292,Toronto,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_home,735
1293,Toronto,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_work,10
1294,Calgary,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_home,280
1295,Calgary,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_work,0
1296,Edmonton,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_home,495
1297,Edmonton,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_work,0
1298,Vancouver,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_home,150
1299,Vancouver,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",most_at_work,0
1300,Montréal,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_home,55
1301,Montréal,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_work,0
1302,Toronto,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_home,75
1303,Toronto,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_work,0
1304,Calgary,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_home,470
1305,Calgary,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_work,0
1306,Edmonton,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_home,165
1307,Edmonton,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_work,0
1308,Vancouver,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_home,65
1309,Vancouver,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",most_at_work,0
1310,Montréal,Aboriginal languages,Nisga'a,most_at_home,0
1311,Montréal,Aboriginal languages,Nisga'a,most_at_work,0
1312,Toronto,Aboriginal languages,Nisga'a,most_at_home,0
1313,Toronto,Aboriginal languages,Nisga'a,most_at_work,0
1314,Calgary,Aboriginal languages,Nisga'a,most_at_home,0
1315,Calgary,Aboriginal languages,Nisga'a,most_at_work,0
1316,Edmonton,Aboriginal languages,Nisga'a,most_at_home,0
1317,Edmonton,Aboriginal languages,Nisga'a,most_at_work,0
1318,Vancouver,Aboriginal languages,Nisga'a,most_at_home,10
1319,Vancouver,Aboriginal languages,Nisga'a,most_at_work,0
1320,Montréal,Aboriginal languages,North Slavey (Hare),most_at_home,0
1321,Montréal,Aboriginal languages,North Slavey (Hare),most_at_work,0
1322,Toronto,Aboriginal languages,North Slavey (Hare),most_at_home,0
1323,Toronto,Aboriginal languages,North Slavey (Hare),most_at_work,0
1324,Calgary,Aboriginal languages,North Slavey (Hare),most_at_home,0
1325,Calgary,Aboriginal languages,North Slavey (Hare),most_at_work,0
1326,Edmonton,Aboriginal languages,North Slavey (Hare),most_at_home,0
1327,Edmonton,Aboriginal languages,North Slavey (Hare),most_at_work,0
1328,Vancouver,Aboriginal languages,North Slavey (Hare),most_at_home,0
1329,Vancouver,Aboriginal languages,North Slavey (Hare),most_at_work,0
1330,Montréal,Aboriginal languages,Northern East Cree,most_at_home,30
1331,Montréal,Aboriginal languages,Northern East Cree,most_at_work,15
1332,Toronto,Aboriginal languages,Northern East Cree,most_at_home,0
1333,Toronto,Aboriginal languages,Northern East Cree,most_at_work,0
1334,Calgary,Aboriginal languages,Northern East Cree,most_at_home,0
1335,Calgary,Aboriginal languages,Northern East Cree,most_at_work,0
1336,Edmonton,Aboriginal languages,Northern East Cree,most_at_home,15
1337,Edmonton,Aboriginal languages,Northern East Cree,most_at_work,0
1338,Vancouver,Aboriginal languages,Northern East Cree,most_at_home,0
1339,Vancouver,Aboriginal languages,Northern East Cree,most_at_work,0
1340,Montréal,Aboriginal languages,Northern Tutchone,most_at_home,0
1341,Montréal,Aboriginal languages,Northern Tutchone,most_at_work,0
1342,Toronto,Aboriginal languages,Northern Tutchone,most_at_home,0
1343,Toronto,Aboriginal languages,Northern Tutchone,most_at_work,0
1344,Calgary,Aboriginal languages,Northern Tutchone,most_at_home,0
1345,Calgary,Aboriginal languages,Northern Tutchone,most_at_work,0
1346,Edmonton,Aboriginal languages,Northern Tutchone,most_at_home,0
1347,Edmonton,Aboriginal languages,Northern Tutchone,most_at_work,0
1348,Vancouver,Aboriginal languages,Northern Tutchone,most_at_home,0
1349,Vancouver,Aboriginal languages,Northern Tutchone,most_at_work,0
1350,Montréal,Non-Official & Non-Aboriginal languages,Norwegian,most_at_home,15
1351,Montréal,Non-Official & Non-Aboriginal languages,Norwegian,most_at_work,0
1352,Toronto,Non-Official & Non-Aboriginal languages,Norwegian,most_at_home,40
1353,Toronto,Non-Official & Non-Aboriginal languages,Norwegian,most_at_work,10
1354,Calgary,Non-Official & Non-Aboriginal languages,Norwegian,most_at_home,25
1355,Calgary,Non-Official & Non-Aboriginal languages,Norwegian,most_at_work,0
1356,Edmonton,Non-Official & Non-Aboriginal languages,Norwegian,most_at_home,15
1357,Edmonton,Non-Official & Non-Aboriginal languages,Norwegian,most_at_work,0
1358,Vancouver,Non-Official & Non-Aboriginal languages,Norwegian,most_at_home,70
1359,Vancouver,Non-Official & Non-Aboriginal languages,Norwegian,most_at_work,15
1360,Montréal,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_home,0
1361,Montréal,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_work,0
1362,Toronto,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_home,0
1363,Toronto,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_work,10
1364,Calgary,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_home,0
1365,Calgary,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_work,0
1366,Edmonton,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_home,0
1367,Edmonton,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_work,0
1368,Vancouver,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_home,0
1369,Vancouver,Aboriginal languages,Nuu-chah-nulth (Nootka),most_at_work,0
1370,Montréal,Aboriginal languages,Oji-Cree,most_at_home,0
1371,Montréal,Aboriginal languages,Oji-Cree,most_at_work,0
1372,Toronto,Aboriginal languages,Oji-Cree,most_at_home,5
1373,Toronto,Aboriginal languages,Oji-Cree,most_at_work,0
1374,Calgary,Aboriginal languages,Oji-Cree,most_at_home,0
1375,Calgary,Aboriginal languages,Oji-Cree,most_at_work,0
1376,Edmonton,Aboriginal languages,Oji-Cree,most_at_home,0
1377,Edmonton,Aboriginal languages,Oji-Cree,most_at_work,0
1378,Vancouver,Aboriginal languages,Oji-Cree,most_at_home,0
1379,Vancouver,Aboriginal languages,Oji-Cree,most_at_work,0
1380,Montréal,Aboriginal languages,Ojibway,most_at_home,0
1381,Montréal,Aboriginal languages,Ojibway,most_at_work,0
1382,Toronto,Aboriginal languages,Ojibway,most_at_home,35
1383,Toronto,Aboriginal languages,Ojibway,most_at_work,0
1384,Calgary,Aboriginal languages,Ojibway,most_at_home,5
1385,Calgary,Aboriginal languages,Ojibway,most_at_work,0
1386,Edmonton,Aboriginal languages,Ojibway,most_at_home,20
1387,Edmonton,Aboriginal languages,Ojibway,most_at_work,0
1388,Vancouver,Aboriginal languages,Ojibway,most_at_home,5
1389,Vancouver,Aboriginal languages,Ojibway,most_at_work,0
1390,Montréal,Aboriginal languages,Okanagan,most_at_home,0
1391,Montréal,Aboriginal languages,Okanagan,most_at_work,0
1392,Toronto,Aboriginal languages,Okanagan,most_at_home,0
1393,Toronto,Aboriginal languages,Okanagan,most_at_work,0
1394,Calgary,Aboriginal languages,Okanagan,most_at_home,0
1395,Calgary,Aboriginal languages,Okanagan,most_at_work,0
1396,Edmonton,Aboriginal languages,Okanagan,most_at_home,0
1397,Edmonton,Aboriginal languages,Okanagan,most_at_work,0
1398,Vancouver,Aboriginal languages,Okanagan,most_at_home,0
1399,Vancouver,Aboriginal languages,Okanagan,most_at_work,0
1400,Montréal,Aboriginal languages,Oneida,most_at_home,0
1401,Montréal,Aboriginal languages,Oneida,most_at_work,0
1402,Toronto,Aboriginal languages,Oneida,most_at_home,0
1403,Toronto,Aboriginal languages,Oneida,most_at_work,0
1404,Calgary,Aboriginal languages,Oneida,most_at_home,0
1405,Calgary,Aboriginal languages,Oneida,most_at_work,0
1406,Edmonton,Aboriginal languages,Oneida,most_at_home,0
1407,Edmonton,Aboriginal languages,Oneida,most_at_work,0
1408,Vancouver,Aboriginal languages,Oneida,most_at_home,0
1409,Vancouver,Aboriginal languages,Oneida,most_at_work,0
1410,Montréal,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_home,15
1411,Montréal,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_work,0
1412,Toronto,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_home,270
1413,Toronto,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_work,0
1414,Calgary,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_home,50
1415,Calgary,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_work,0
1416,Edmonton,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_home,35
1417,Edmonton,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_work,0
1418,Vancouver,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_home,30
1419,Vancouver,Non-Official & Non-Aboriginal languages,Oriya (Odia),most_at_work,0
1420,Montréal,Non-Official & Non-Aboriginal languages,Oromo,most_at_home,5
1421,Montréal,Non-Official & Non-Aboriginal languages,Oromo,most_at_work,0
1422,Toronto,Non-Official & Non-Aboriginal languages,Oromo,most_at_home,545
1423,Toronto,Non-Official & Non-Aboriginal languages,Oromo,most_at_work,15
1424,Calgary,Non-Official & Non-Aboriginal languages,Oromo,most_at_home,710
1425,Calgary,Non-Official & Non-Aboriginal languages,Oromo,most_at_work,0
1426,Edmonton,Non-Official & Non-Aboriginal languages,Oromo,most_at_home,885
1427,Edmonton,Non-Official & Non-Aboriginal languages,Oromo,most_at_work,10
1428,Vancouver,Non-Official & Non-Aboriginal languages,Oromo,most_at_home,75
1429,Vancouver,Non-Official & Non-Aboriginal languages,Oromo,most_at_work,0
1430,Montréal,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_home,105
